"elevation","aspect","slope","horizontal_distance_to_hydrology","vertical_distance_to_hydrology","horizontal_distance_to_roadways","hillshade_9am","hillshade_noon","hillshade_3pm","horizontal_distance_to_fire_points","wilderness_area","soil_type","lodgepole_pine"
2230,314,29,210,108,1050,131,203,206,1194,"wilderness_area_4","soil_type_10","0"
2142,313,24,60,22,1159,150,214,201,497,"wilderness_area_4","soil_type_10","0"
2013,356,17,0,0,258,191,207,153,495,"wilderness_area_4","soil_type_10","0"
3077,197,16,485,87,1710,214,252,167,3642,"wilderness_area_1","soil_type_29","0"
3046,153,19,371,126,1170,240,237,118,3105,"wilderness_area_1","soil_type_29","1"
2956,65,14,365,155,371,232,211,109,671,"wilderness_area_1","soil_type_29","1"
2833,304,12,300,-50,1366,186,234,188,1381,"wilderness_area_3","soil_type_23","1"
2775,10,10,170,47,2397,209,220,148,543,"wilderness_area_3","soil_type_31","1"
2162,12,34,42,19,1231,166,151,104,1421,"wilderness_area_4","soil_type_10","0"
3170,45,2,30,-1,3241,220,234,150,3342,"wilderness_area_1","soil_type_23","0"
3065,116,10,30,-2,2671,238,230,122,3645,"wilderness_area_1","soil_type_22","0"
3061,190,11,190,-19,2101,220,249,161,3822,"wilderness_area_1","soil_type_23","0"
3093,170,17,499,168,1501,230,245,140,3436,"wilderness_area_1","soil_type_29","0"
2949,324,26,301,117,306,147,203,191,1101,"wilderness_area_1","soil_type_30","1"
3007,7,19,360,179,390,193,198,139,902,"wilderness_area_1","soil_type_30","1"
2901,67,21,309,96,335,236,194,81,534,"wilderness_area_1","soil_type_29","0"
2853,15,14,108,43,108,207,210,138,362,"wilderness_area_1","soil_type_30","1"
2324,285,39,242,158,1276,87,207,243,642,"wilderness_area_4","soil_type_10","0"
2347,106,16,170,38,1050,245,219,98,67,"wilderness_area_4","soil_type_6","0"
2300,133,20,30,9,1061,247,226,97,277,"wilderness_area_4","soil_type_6","0"
2061,0,23,108,57,361,180,190,143,579,"wilderness_area_4","soil_type_10","0"
3138,92,18,108,-8,2851,245,210,88,3612,"wilderness_area_1","soil_type_22","0"
3063,198,9,418,74,1742,218,248,165,3678,"wilderness_area_1","soil_type_22","0"
2908,324,17,309,92,324,175,220,184,1339,"wilderness_area_1","soil_type_30","1"
2956,214,17,210,22,1475,201,254,184,1423,"wilderness_area_3","soil_type_31","1"
2164,29,31,42,20,1337,192,155,80,1371,"wilderness_area_4","soil_type_10","0"
2277,311,18,306,160,960,168,224,196,1273,"wilderness_area_4","soil_type_10","0"
2334,113,14,127,25,1080,244,224,107,67,"wilderness_area_4","soil_type_6","0"
2329,121,14,108,22,1080,243,228,111,95,"wilderness_area_4","soil_type_6","0"
3138,94,21,127,-7,2853,248,202,72,3635,"wilderness_area_1","soil_type_22","0"
2889,90,3,0,0,671,225,234,145,2609,"wilderness_area_1","soil_type_23","0"
2890,296,7,30,0,641,200,238,178,2580,"wilderness_area_1","soil_type_23","0"
2954,196,16,162,20,1413,215,252,167,1490,"wilderness_area_3","soil_type_32","1"
2925,247,12,60,11,330,195,249,191,1302,"wilderness_area_3","soil_type_32","1"
2964,265,9,150,28,242,198,244,185,1290,"wilderness_area_3","soil_type_32","1"
2330,346,24,376,205,1008,167,195,162,1302,"wilderness_area_4","soil_type_10","0"
2342,337,20,408,217,1033,171,208,173,1312,"wilderness_area_4","soil_type_10","0"
2346,4,19,446,230,1061,192,201,143,1324,"wilderness_area_4","soil_type_10","0"
2282,341,25,42,6,1177,161,195,168,360,"wilderness_area_4","soil_type_10","0"
2065,120,34,30,19,331,254,190,33,600,"wilderness_area_4","soil_type_1","0"
3179,0,7,120,6,3243,210,228,155,3414,"wilderness_area_1","soil_type_23","0"
3063,152,18,408,135,1478,239,238,121,3416,"wilderness_area_1","soil_type_29","0"
2870,24,11,175,60,182,214,216,137,457,"wilderness_area_1","soil_type_30","1"
2241,332,29,127,90,1172,139,189,182,1535,"wilderness_area_4","soil_type_10","0"
2244,6,27,150,104,1153,175,175,127,1537,"wilderness_area_4","soil_type_10","0"
2301,349,24,30,11,1187,167,191,157,301,"wilderness_area_4","soil_type_10","0"
2167,110,22,201,72,417,251,211,77,674,"wilderness_area_4","soil_type_1","0"
2130,275,29,255,49,400,129,231,234,774,"wilderness_area_4","soil_type_10","0"
2902,223,10,95,17,1637,208,250,178,1489,"wilderness_area_3","soil_type_32","1"
2802,116,18,162,41,1996,248,220,93,976,"wilderness_area_3","soil_type_13","0"
2800,346,25,30,17,2100,162,191,161,955,"wilderness_area_3","soil_type_23","0"
2948,220,15,90,14,1350,201,253,186,1570,"wilderness_area_3","soil_type_32","1"
2311,336,25,85,21,1233,156,197,175,365,"wilderness_area_4","soil_type_10","0"
2164,289,27,192,106,595,135,225,225,816,"wilderness_area_4","soil_type_10","0"
2102,9,24,190,75,474,187,186,129,702,"wilderness_area_4","soil_type_10","0"
3027,148,18,295,102,1366,241,236,117,3305,"wilderness_area_1","soil_type_22","0"
2925,0,10,30,7,443,205,221,153,2359,"wilderness_area_1","soil_type_29","1"
3025,56,21,511,193,540,229,190,84,890,"wilderness_area_1","soil_type_29","1"
2901,169,13,190,10,1734,230,245,144,1374,"wilderness_area_3","soil_type_32","0"
2958,252,13,67,14,162,190,248,196,1200,"wilderness_area_3","soil_type_32","1"
2263,15,7,0,0,283,214,225,148,376,"wilderness_area_4","soil_type_10","0"
2255,34,12,30,3,469,218,214,130,534,"wilderness_area_4","soil_type_10","0"
3023,152,18,283,95,1401,239,238,121,3339,"wilderness_area_1","soil_type_22","0"
2821,315,6,30,1,1384,203,235,171,1061,"wilderness_area_3","soil_type_23","0"
2822,6,12,0,0,1890,205,217,148,1149,"wilderness_area_3","soil_type_13","0"
2950,247,10,30,6,150,198,248,188,1170,"wilderness_area_3","soil_type_24","1"
3046,113,7,42,3,2624,233,233,132,3864,"wilderness_area_1","soil_type_23","0"
3044,127,5,30,0,2594,228,237,143,3871,"wilderness_area_1","soil_type_23","0"
2940,359,24,335,97,342,177,188,142,1594,"wilderness_area_1","soil_type_30","0"
2860,28,9,361,-7,812,217,220,139,655,"wilderness_area_3","soil_type_32","1"
2838,293,9,124,0,1524,195,238,183,1273,"wilderness_area_3","soil_type_23","0"
2286,55,26,95,64,1260,226,175,67,499,"wilderness_area_4","soil_type_2","0"
2215,39,20,192,63,932,217,192,102,1565,"wilderness_area_4","soil_type_10","0"
2187,331,26,108,41,1448,150,197,182,805,"wilderness_area_4","soil_type_10","0"
2358,342,24,175,56,1350,163,196,167,780,"wilderness_area_4","soil_type_10","0"
3112,110,17,120,37,2836,247,219,94,3791,"wilderness_area_1","soil_type_22","0"
3105,109,16,108,30,2806,246,220,98,3810,"wilderness_area_1","soil_type_22","0"
3084,100,22,90,9,2746,250,203,70,3849,"wilderness_area_1","soil_type_22","0"
2947,3,19,0,0,469,191,200,143,2350,"wilderness_area_1","soil_type_29","0"
2953,80,16,450,143,450,240,209,94,745,"wilderness_area_1","soil_type_29","1"
2928,86,13,360,118,360,239,217,107,691,"wilderness_area_1","soil_type_29","1"
2854,31,11,402,106,2588,217,215,132,812,"wilderness_area_3","soil_type_24","1"
2287,79,14,30,6,201,237,215,106,420,"wilderness_area_4","soil_type_11","0"
2254,157,26,127,74,1146,238,233,107,1149,"wilderness_area_4","soil_type_3","0"
2182,348,22,67,25,1392,173,198,159,907,"wilderness_area_4","soil_type_10","0"
2282,312,27,90,45,1396,136,208,207,750,"wilderness_area_4","soil_type_10","0"
2330,349,13,30,4,1290,195,218,161,190,"wilderness_area_4","soil_type_16","0"
2150,315,30,108,70,811,128,201,205,902,"wilderness_area_4","soil_type_10","0"
3118,108,20,95,17,2869,250,213,82,3795,"wilderness_area_1","soil_type_22","0"
2972,5,32,400,123,408,161,160,121,1588,"wilderness_area_1","soil_type_30","0"
3083,37,10,607,251,618,220,219,133,1057,"wilderness_area_1","soil_type_30","1"
2897,22,19,85,11,1271,205,197,123,646,"wilderness_area_3","soil_type_23","1"
2283,360,26,270,93,1124,173,183,140,192,"wilderness_area_4","soil_type_10","0"
2193,144,31,30,10,1209,245,217,75,1082,"wilderness_area_4","soil_type_3","0"
2982,151,19,170,50,1397,241,236,116,3330,"wilderness_area_1","soil_type_22","0"
2238,83,31,67,34,1351,245,172,33,680,"wilderness_area_4","soil_type_4","0"
2340,350,35,270,184,1252,137,160,147,1248,"wilderness_area_4","soil_type_10","0"
2386,30,23,285,48,1430,206,183,103,674,"wilderness_area_4","soil_type_10","0"
2360,358,12,228,23,1405,202,218,154,433,"wilderness_area_4","soil_type_6","0"
2964,154,17,108,32,1348,238,239,125,3277,"wilderness_area_1","soil_type_22","0"
3011,10,32,390,152,390,168,158,111,1777,"wilderness_area_1","soil_type_30","0"
2872,97,12,150,62,162,239,223,112,684,"wilderness_area_1","soil_type_30","1"
2906,238,12,424,-69,1114,198,250,189,404,"wilderness_area_3","soil_type_32","1"
2858,21,18,150,15,1449,205,198,125,949,"wilderness_area_3","soil_type_31","1"
2786,315,19,150,27,2334,168,222,193,993,"wilderness_area_3","soil_type_24","1"
2323,80,27,339,143,1434,244,180,47,212,"wilderness_area_4","soil_type_10","0"
2981,178,7,85,4,1878,224,245,155,3813,"wilderness_area_1","soil_type_23","0"
3000,338,16,150,62,661,183,215,170,2526,"wilderness_area_1","soil_type_29","0"
3035,342,29,218,39,430,148,183,165,2154,"wilderness_area_1","soil_type_30","0"
3023,355,24,484,168,488,173,190,149,1651,"wilderness_area_1","soil_type_30","0"
3018,4,27,503,163,513,174,177,131,1570,"wilderness_area_1","soil_type_30","1"
3029,342,22,551,191,566,169,201,167,1463,"wilderness_area_1","soil_type_30","1"
3042,328,18,618,215,638,173,215,181,1358,"wilderness_area_1","soil_type_30","1"
2895,227,8,342,27,1071,209,248,176,511,"wilderness_area_3","soil_type_32","1"
2341,26,23,339,135,1126,203,185,109,67,"wilderness_area_4","soil_type_10","0"
2210,153,2,30,-21,1448,222,239,153,990,"wilderness_area_4","soil_type_10","0"
2877,324,12,180,39,1723,189,227,177,1380,"wilderness_area_3","soil_type_32","0"
2906,350,4,162,19,1892,212,233,158,1434,"wilderness_area_3","soil_type_32","0"
2807,329,31,150,45,2337,131,186,186,1073,"wilderness_area_3","soil_type_31","1"
2865,325,23,361,111,2512,157,208,188,983,"wilderness_area_3","soil_type_24","1"
2364,68,17,283,176,927,235,204,95,1302,"wilderness_area_4","soil_type_1","0"
2114,335,15,95,19,234,185,218,172,768,"wilderness_area_4","soil_type_10","0"
2998,47,9,60,1,2242,223,221,132,4178,"wilderness_area_1","soil_type_23","0"
2973,159,10,85,3,1690,231,242,142,3619,"wilderness_area_1","soil_type_23","0"
2995,103,21,564,188,577,250,207,75,960,"wilderness_area_1","soil_type_29","1"
2908,272,5,331,-67,1206,205,242,175,458,"wilderness_area_3","soil_type_23","1"
2920,280,11,331,-55,1218,190,241,191,418,"wilderness_area_3","soil_type_32","1"
2848,320,18,255,90,2440,172,220,187,1053,"wilderness_area_3","soil_type_24","1"
2366,9,25,382,159,1091,184,182,128,67,"wilderness_area_4","soil_type_10","0"
2388,354,15,420,244,1003,195,213,155,1198,"wilderness_area_4","soil_type_1","0"
3166,101,13,30,1,3191,242,222,108,3761,"wilderness_area_1","soil_type_22","0"
2933,0,9,95,10,1376,206,222,154,553,"wilderness_area_3","soil_type_31","1"
2898,5,10,534,149,2676,207,220,150,1020,"wilderness_area_3","soil_type_31","1"
2379,34,27,60,39,1260,204,169,86,967,"wilderness_area_4","soil_type_10","0"
2224,155,34,120,69,1557,237,221,85,124,"wilderness_area_4","soil_type_3","0"
2210,71,34,30,19,458,234,153,22,939,"wilderness_area_4","soil_type_1","0"
2923,122,4,42,-4,1316,228,236,143,3223,"wilderness_area_1","soil_type_23","0"
2909,333,9,60,3,1050,200,229,168,2934,"wilderness_area_1","soil_type_23","0"
2865,86,16,153,60,175,241,212,97,830,"wilderness_area_1","soil_type_29","1"
2936,318,14,285,-39,1289,184,227,183,459,"wilderness_area_3","soil_type_23","1"
2919,30,16,270,64,1521,214,204,122,875,"wilderness_area_3","soil_type_31","1"
2909,143,2,242,30,1974,223,238,151,1348,"wilderness_area_3","soil_type_32","1"
2797,313,15,134,31,2347,178,227,189,1195,"wilderness_area_3","soil_type_31","1"
2333,198,8,255,58,558,218,247,164,713,"wilderness_area_4","soil_type_4","0"
2265,355,26,42,20,1541,168,185,148,690,"wilderness_area_4","soil_type_6","0"
2344,323,15,30,7,1425,182,224,181,446,"wilderness_area_4","soil_type_16","0"
2385,339,12,170,53,1524,194,222,167,421,"wilderness_area_4","soil_type_10","0"
2310,332,11,150,62,875,193,225,172,1050,"wilderness_area_4","soil_type_11","0"
2876,28,9,242,34,2433,217,220,139,1129,"wilderness_area_3","soil_type_23","0"
2345,74,11,175,57,433,233,219,116,547,"wilderness_area_4","soil_type_4","0"
2277,122,24,60,22,811,252,212,72,582,"wilderness_area_4","soil_type_4","0"
2363,115,10,108,14,1292,237,231,123,595,"wilderness_area_4","soil_type_6","0"
2374,101,33,277,167,1595,252,176,23,212,"wilderness_area_4","soil_type_3","0"
3198,104,25,30,12,3325,252,199,59,3772,"wilderness_area_1","soil_type_38","0"
3171,358,23,95,-16,3001,178,191,146,3955,"wilderness_area_1","soil_type_22","0"
2968,34,7,30,-1,1756,219,225,142,3674,"wilderness_area_1","soil_type_23","0"
2784,306,13,30,5,2305,184,232,188,1323,"wilderness_area_3","soil_type_31","1"
2914,339,12,516,158,2685,194,222,167,1116,"wilderness_area_3","soil_type_31","1"
2906,37,12,503,64,2704,219,212,126,1112,"wilderness_area_3","soil_type_31","0"
2371,11,16,180,75,361,202,206,139,424,"wilderness_area_4","soil_type_4","0"
2322,178,12,170,47,642,225,247,152,782,"wilderness_area_4","soil_type_4","0"
2426,351,24,525,210,1045,171,193,155,212,"wilderness_area_4","soil_type_10","0"
2230,6,34,90,33,1571,157,152,115,924,"wilderness_area_4","soil_type_10","0"
2304,343,37,162,92,1365,123,159,159,1001,"wilderness_area_4","soil_type_10","0"
2392,259,9,90,3,1172,199,245,185,1052,"wilderness_area_4","soil_type_6","0"
2415,38,8,180,77,1180,220,223,138,865,"wilderness_area_4","soil_type_6","0"
2365,59,11,85,6,1265,228,217,120,618,"wilderness_area_4","soil_type_6","0"
3061,16,17,90,47,757,202,202,132,2507,"wilderness_area_1","soil_type_30","0"
2906,318,22,210,38,1075,158,214,194,703,"wilderness_area_3","soil_type_23","1"
2957,5,11,258,34,1521,206,219,150,722,"wilderness_area_3","soil_type_31","1"
2278,314,19,108,31,789,167,222,194,430,"wilderness_area_4","soil_type_10","0"
2273,62,29,350,66,424,230,168,51,1608,"wilderness_area_4","soil_type_10","0"
2444,101,21,361,204,1630,249,206,75,371,"wilderness_area_4","soil_type_6","0"
2951,27,14,60,3,1557,213,209,129,3457,"wilderness_area_1","soil_type_29","0"
3204,47,35,510,208,633,209,144,44,1973,"wilderness_area_1","soil_type_30","0"
3117,30,18,819,262,834,212,199,118,1495,"wilderness_area_1","soil_type_30","1"
3002,94,12,543,200,547,239,221,110,1123,"wilderness_area_1","soil_type_29","1"
2917,180,9,331,38,1981,224,246,155,1180,"wilderness_area_3","soil_type_32","1"
2874,309,21,350,109,2554,157,221,202,1233,"wilderness_area_3","soil_type_24","1"
2189,354,30,108,47,1410,155,172,144,408,"wilderness_area_4","soil_type_10","0"
2253,321,25,240,116,1110,148,206,194,819,"wilderness_area_4","soil_type_10","0"
3087,286,27,90,46,725,134,227,228,2364,"wilderness_area_1","soil_type_30","0"
3013,122,13,601,207,603,242,229,115,1182,"wilderness_area_1","soil_type_29","1"
2966,266,7,270,43,1543,203,243,179,685,"wilderness_area_3","soil_type_32","1"
2352,329,28,95,43,216,141,193,185,124,"wilderness_area_4","soil_type_10","0"
2391,329,14,366,163,469,186,223,176,1860,"wilderness_area_4","soil_type_6","0"
2218,293,24,60,22,841,147,227,217,1471,"wilderness_area_4","soil_type_10","0"
2408,8,10,255,70,1406,208,220,149,571,"wilderness_area_4","soil_type_10","0"
2410,305,11,300,71,1445,188,234,186,577,"wilderness_area_4","soil_type_10","0"
2209,9,31,60,29,1622,168,161,115,212,"wilderness_area_4","soil_type_10","0"
2943,307,15,192,31,1129,178,230,192,2960,"wilderness_area_1","soil_type_22","0"
3020,144,6,661,210,679,230,239,143,1260,"wilderness_area_1","soil_type_29","1"
3002,134,15,570,196,571,243,232,114,1190,"wilderness_area_1","soil_type_29","1"
2863,317,8,30,0,907,200,233,173,934,"wilderness_area_3","soil_type_23","1"
2967,162,5,270,31,1595,225,241,150,696,"wilderness_area_3","soil_type_32","1"
2465,333,9,469,222,1003,200,229,168,895,"wilderness_area_4","soil_type_6","0"
2291,69,29,313,84,335,235,169,45,1556,"wilderness_area_4","soil_type_10","0"
2272,283,16,60,21,968,173,239,205,1237,"wilderness_area_4","soil_type_10","0"
2338,39,29,216,122,680,207,165,76,983,"wilderness_area_4","soil_type_10","0"
3079,23,27,272,93,2202,193,171,102,4118,"wilderness_area_1","soil_type_29","0"
2932,122,21,300,131,300,250,218,85,1092,"wilderness_area_1","soil_type_29","1"
2985,286,3,127,9,1482,210,239,168,663,"wilderness_area_3","soil_type_32","1"
2788,309,15,0,0,2398,179,230,191,1406,"wilderness_area_3","soil_type_31","1"
2406,3,8,255,101,382,209,225,153,313,"wilderness_area_4","soil_type_10","0"
2493,323,10,594,271,912,194,230,175,323,"wilderness_area_4","soil_type_10","0"
2292,334,30,210,99,932,139,186,178,1431,"wilderness_area_4","soil_type_10","0"
2407,303,11,30,5,1020,190,235,185,1074,"wilderness_area_4","soil_type_10","0"
2445,163,8,339,189,1485,228,242,147,497,"wilderness_area_4","soil_type_6","0"
2336,289,11,180,88,1087,190,239,189,1012,"wilderness_area_4","soil_type_11","0"
2945,335,17,192,28,1214,180,216,174,3037,"wilderness_area_1","soil_type_22","0"
3221,59,30,540,225,755,227,165,50,2007,"wilderness_area_1","soil_type_30","0"
3156,7,14,840,-67,845,201,211,145,1758,"wilderness_area_1","soil_type_29","1"
3048,102,25,726,238,732,252,197,58,1383,"wilderness_area_1","soil_type_29","0"
2961,275,17,162,-13,1195,172,242,208,793,"wilderness_area_3","soil_type_32","1"
2854,308,23,212,18,2556,152,220,205,1398,"wilderness_area_3","soil_type_24","1"
2377,337,28,124,62,212,148,189,173,124,"wilderness_area_4","soil_type_10","0"
2465,320,20,469,233,1015,163,216,191,824,"wilderness_area_4","soil_type_6","0"
2278,305,31,150,82,872,122,207,217,1489,"wilderness_area_4","soil_type_10","0"
2414,314,28,95,55,1006,135,206,205,1231,"wilderness_area_4","soil_type_10","0"
2252,346,16,108,59,1630,188,213,163,283,"wilderness_area_4","soil_type_10","0"
2310,310,23,285,27,1173,150,217,203,902,"wilderness_area_4","soil_type_10","0"
2291,84,25,30,20,1053,246,189,57,1165,"wilderness_area_4","soil_type_4","0"
3254,205,4,124,-2,3544,217,243,162,3865,"wilderness_area_1","soil_type_38","0"
2955,142,6,180,19,1666,229,239,143,601,"wilderness_area_3","soil_type_32","1"
2933,130,11,201,5,1727,239,234,123,658,"wilderness_area_3","soil_type_32","1"
2469,323,24,474,245,1024,151,206,191,789,"wilderness_area_4","soil_type_6","0"
2317,329,22,295,92,1020,161,207,183,1290,"wilderness_area_4","soil_type_10","0"
3218,349,16,30,5,3029,189,212,160,4169,"wilderness_area_1","soil_type_23","0"
2971,94,15,134,26,1641,242,216,99,3510,"wilderness_area_1","soil_type_29","0"
3068,292,24,190,-35,999,144,227,219,2699,"wilderness_area_1","soil_type_29","0"
3185,296,26,210,134,830,139,222,219,2322,"wilderness_area_1","soil_type_30","0"
2947,34,10,631,32,2813,219,218,134,1351,"wilderness_area_3","soil_type_31","0"
2315,98,24,85,16,433,250,199,64,742,"wilderness_area_4","soil_type_4","0"
2382,331,24,342,116,1359,158,203,181,797,"wilderness_area_4","soil_type_10","0"
2266,298,32,95,59,792,117,210,225,1573,"wilderness_area_4","soil_type_10","0"
3007,315,27,361,-96,1129,140,207,202,2876,"wilderness_area_1","soil_type_29","0"
3190,292,23,210,128,859,148,228,217,2337,"wilderness_area_1","soil_type_30","0"
2309,32,40,67,57,1421,179,123,49,1041,"wilderness_area_4","soil_type_10","0"
2415,306,21,67,35,930,157,222,204,1328,"wilderness_area_4","soil_type_10","0"
2447,278,10,150,42,904,191,242,190,1082,"wilderness_area_4","soil_type_6","0"
2292,108,22,30,9,1148,251,208,73,1158,"wilderness_area_4","soil_type_4","0"
2345,332,22,350,39,1032,162,206,180,1291,"wilderness_area_4","soil_type_10","0"
3184,50,16,778,-39,953,225,204,108,1832,"wilderness_area_1","soil_type_29","1"
2330,87,24,90,31,366,247,192,60,731,"wilderness_area_4","soil_type_4","0"
2498,334,6,607,108,765,206,232,164,454,"wilderness_area_4","soil_type_6","0"
2368,40,27,362,126,1190,211,169,78,900,"wilderness_area_4","soil_type_10","0"
2245,332,29,67,37,350,140,190,181,1231,"wilderness_area_4","soil_type_10","0"
